"","Customer_ID","Test_Variable","Outcome","Days_in_Between","State"
"390",390,1,0,200,NA
"391",391,1,0,200,NA
"392",392,0,0,200,"MT"
"393",393,1,0,200,NA
"394",394,0,0,200,"MD"
"395",395,1,0,200,NA
"396",396,0,0,200,NA
"397",397,0,0,200,"ME"
"398",398,0,0,200,NA
"399",399,1,0,200,NA
"400",400,1,0,200,"PA"
"401",401,1,0,200,NA
"402",402,1,0,200,NA
"403",403,0,0,200,"VA"
"404",404,1,0,200,NA
"405",405,1,0,200,"AZ"
"406",406,1,0,200,NA
"407",407,1,0,200,NA
"408",408,1,0,200,NA
"409",409,1,0,200,NA
"410",410,0,0,200,NA
"411",411,0,0,200,NA
"412",412,0,0,200,NA
"413",413,0,0,200,NA
"414",414,1,0,200,"RI"
"415",415,1,0,200,"CA"
"416",416,0,0,200,NA
"417",417,0,0,200,NA
"418",418,1,0,200,"NH"
"419",419,0,0,200,"AL"
"420",420,0,0,200,NA
"421",421,0,0,200,NA
"422",422,1,0,200,NA
"423",423,0,0,200,NA
"424",424,1,0,200,"RI"
"425",425,0,0,200,"MS"
"426",426,1,0,200,NA
"427",427,1,0,200,"CT"
"428",428,0,0,200,NA
"429",429,0,0,200,"NV"
"430",430,1,0,200,NA
"431",431,0,0,200,"GA"
"432",432,1,0,200,NA
"433",433,1,0,200,NA
"434",434,1,0,200,"WY"
"435",435,1,0,200,NA
"436",436,0,0,200,NA
"437",437,1,0,200,"OR"
"438",438,0,0,200,NA
"439",439,1,1,32,"NE"
"440",440,0,0,200,"MD"
"441",441,0,0,200,"IL"
"442",442,1,0,200,"ME"
"443",443,0,0,200,"MN"
"444",444,0,1,91,"AZ"
"445",445,0,0,200,"ME"
"446",446,0,0,200,"NE"
"447",447,1,0,200,NA
"448",448,1,0,200,NA
"449",449,1,0,200,NA
"450",450,0,0,200,"NH"
"451",451,1,1,32,"MS"
"452",452,1,0,200,"OR"
"453",453,0,0,200,"SD"
"454",454,0,0,200,"OH"
"455",455,0,0,200,NA
"456",456,1,0,200,NA
"457",457,1,0,200,NA
"458",458,1,0,200,NA
"459",459,0,0,200,NA
"460",460,0,0,200,"AZ"
"461",461,1,0,200,NA
"462",462,0,0,200,NA
"463",463,1,0,200,"NJ"
"464",464,1,0,200,NA
"465",465,1,0,200,NA
"466",466,1,0,200,"OR"
"467",467,0,0,200,"DE"
"468",468,1,0,200,"KY"
"469",469,0,0,200,NA
"470",470,0,0,200,NA
"471",471,1,0,200,NA
"472",472,1,0,200,"MD"
"473",473,1,1,32,"VT"
"474",474,0,0,200,NA
"475",475,0,0,200,NA
"476",476,0,0,200,NA
"477",477,0,0,200,"TN"
"478",478,1,0,200,NA
"479",479,1,0,200,"AK"
"480",480,1,0,200,NA
"481",481,0,0,200,"KY"
"482",482,0,0,200,NA
"483",483,1,0,200,"AR"
"484",484,1,0,200,NA
"485",485,0,0,200,NA
"486",486,0,0,200,NA
"487",487,1,0,200,"CO"
"488",488,0,0,200,NA
"489",489,1,0,200,NA
"490",490,1,0,200,NA
"491",491,0,0,200,NA
"492",492,1,1,32,"AZ"
"493",493,0,0,200,"GA"
"494",494,0,0,200,NA
"495",495,1,0,200,NA
"496",496,1,1,32,"NJ"
"497",497,1,0,200,NA
"498",498,1,0,200,"TN"
"499",499,0,0,200,NA
"500",500,1,0,200,NA
"501",501,1,0,200,NA
"502",502,1,0,200,NA
"503",503,1,0,200,NA
"504",504,1,0,200,"KS"
"505",505,0,0,200,NA
"506",506,1,0,200,"MA"
"507",507,0,0,200,NA
"508",508,0,0,200,"WV"
"509",509,0,0,200,NA
"510",510,1,0,200,NA
"511",511,0,0,200,NA
"512",512,0,0,200,NA
"513",513,0,0,200,NA
"514",514,0,0,200,"CT"
"515",515,0,0,200,NA
"516",516,1,0,200,NA
"517",517,0,0,200,NA
"518",518,0,0,200,NA
"519",519,0,0,200,NA
"520",520,0,0,200,"MD"
"521",521,0,0,200,"CO"
"522",522,1,0,200,"ND"
"523",523,1,0,200,NA
"524",524,1,0,200,NA
"525",525,1,0,200,"NV"
"526",526,0,0,200,NA
"527",527,1,0,200,"VA"
"528",528,0,0,200,NA
"529",529,1,0,200,"RI"
"530",530,1,0,200,NA
"531",531,0,0,200,"IL"
"532",532,1,0,200,"MT"
"533",533,1,0,200,"VT"
"534",534,0,0,200,"MS"
"535",535,1,0,200,NA
"536",536,1,0,200,NA
"537",537,1,0,200,"AL"
"538",538,1,0,200,NA
"539",539,0,0,200,NA
"540",540,1,0,200,NA
"541",541,1,0,200,"FL"
"542",542,1,0,200,"TX"
"543",543,1,0,200,NA
"544",544,1,0,200,NA
"545",545,1,0,200,NA
"546",546,1,0,200,NA
"547",547,1,0,200,NA
"548",548,1,0,200,"MD"
"549",549,1,0,200,NA
"550",550,0,0,200,NA
"551",551,0,0,200,"MA"
"552",552,1,0,200,NA
"553",553,0,0,200,NA
"554",554,0,0,200,NA
"555",555,0,0,200,NA
"556",556,1,0,200,NA
"557",557,1,0,200,NA
"558",558,0,0,200,"MO"
"559",559,1,0,200,NA
"560",560,0,0,200,"OR"
"561",561,1,0,200,NA
"562",562,1,0,200,NA
"563",563,1,0,200,NA
"564",564,1,0,200,"MD"
"565",565,0,0,200,"WY"
"566",566,1,0,200,"PA"
"567",567,1,0,200,NA
"568",568,1,0,200,NA
"569",569,0,0,200,NA
"570",570,1,0,200,NA
"571",571,0,0,200,NA
"572",572,0,0,200,NA
"573",573,0,0,200,"NC"
"574",574,0,0,200,NA
"575",575,1,0,200,NA
"576",576,0,0,200,"VA"
"577",577,0,0,200,"IA"
"578",578,0,0,200,NA
"579",579,1,0,200,"NV"
"580",580,0,0,200,"VA"
"581",581,0,0,200,NA
"582",582,0,0,200,NA
"583",583,0,0,200,NA
"584",584,0,0,200,NA
"585",585,0,0,200,"AR"
"586",586,0,0,200,NA
"587",587,0,0,200,NA
"588",588,0,0,200,"NE"
"589",589,1,0,200,"MT"
"590",590,1,0,200,NA
"591",591,1,0,200,NA
"592",592,1,0,200,"AK"
"593",593,0,0,200,NA
"594",594,0,0,200,NA
"595",595,0,0,200,"CT"
"596",596,1,0,200,NA
"597",597,1,0,200,NA
"598",598,1,0,200,NA
"599",599,0,0,200,"NM"
"600",600,0,0,200,"MT"
"601",601,1,0,200,"MI"
"602",602,0,0,200,NA
"603",603,0,0,200,"AR"
"604",604,1,0,200,NA
"605",605,0,0,200,NA
"606",606,1,0,200,NA
"607",607,0,0,200,NA
"608",608,1,0,200,"VT"
"609",609,0,0,200,"ID"
"610",610,0,0,200,"ME"
"611",611,1,0,200,NA
"612",612,0,0,200,NA
"613",613,1,0,200,"SC"
"614",614,0,0,200,NA
"615",615,0,0,200,NA
"616",616,1,0,200,NA
"617",617,0,0,200,NA
"618",618,1,0,200,"WY"
"619",619,0,0,200,"UT"
"620",620,1,0,200,NA
"621",621,1,0,200,NA
"622",622,1,0,200,NA
"623",623,0,0,200,NA
"624",624,1,0,200,NA
"625",625,1,0,200,"TN"
"626",626,1,0,200,"OR"
"627",627,1,0,200,NA
"628",628,0,0,200,NA
"629",629,0,0,200,NA
"630",630,0,0,200,NA
"631",631,0,0,200,NA
"632",632,0,0,200,"CT"
"633",633,0,0,200,NA
"634",634,0,0,200,NA
"635",635,1,0,200,"MS"
"636",636,1,0,200,NA
"637",637,1,0,200,NA
"638",638,0,0,200,NA
"639",639,1,0,200,"LA"
"640",640,1,0,200,NA
"641",641,0,0,200,"MS"
"642",642,1,0,200,NA
"643",643,0,0,200,"NV"
"644",644,0,0,200,NA
"645",645,0,0,200,NA
"646",646,0,0,200,"NM"
"647",647,1,0,200,"DE"
"648",648,0,0,200,"NH"
"649",649,1,1,41,"NJ"
"650",650,0,0,200,"AK"
"651",651,1,0,200,"NJ"
"652",652,1,0,200,NA
"653",653,0,0,200,NA
"654",654,1,1,52,NA
"655",655,1,0,200,NA
"656",656,0,0,200,NA
"657",657,1,1,85,NA
"658",658,0,0,200,NA
"659",659,1,0,200,"WV"
"660",660,1,0,200,NA
"661",661,1,1,35,"WV"
"662",662,0,0,200,NA
"663",663,0,0,200,NA
"664",664,1,0,200,"DE"
"665",665,1,0,200,NA
"666",666,1,0,200,"VT"
"667",667,0,0,200,"WV"
"668",668,1,0,200,"PA"
"669",669,1,0,200,NA
"670",670,0,1,32,"ND"
"671",671,1,0,200,"AL"
"672",672,0,0,200,"AL"
"673",673,1,0,200,"GA"
"674",674,0,0,200,"TN"
"675",675,1,0,200,NA
"676",676,0,0,200,NA
"677",677,0,0,200,NA
"678",678,0,0,200,NA
"679",679,1,0,200,NA
"680",680,1,0,200,NA
"681",681,1,1,37,"NE"
"682",682,1,0,200,"NH"
"683",683,0,0,200,"UT"
"684",684,0,0,200,NA
"685",685,0,0,200,"NC"
"686",686,0,0,200,"MA"
"687",687,0,0,200,NA
"688",688,0,0,200,"MT"
"689",689,1,0,200,NA
"690",690,0,0,200,"OH"
"691",691,1,0,200,NA
"692",692,1,0,200,"NY"
"693",693,0,0,200,"MA"
"694",694,1,0,200,"MO"
"695",695,0,0,200,NA
"696",696,1,0,200,"NE"
"697",697,0,0,200,"UT"
"698",698,0,0,200,NA
"699",699,1,0,200,"NM"
"700",700,1,0,200,NA
"701",701,1,0,200,NA
"702",702,0,0,200,"IL"
"703",703,0,0,200,NA
"704",704,1,0,200,"VA"
"705",705,0,0,200,"OK"
"706",706,1,0,200,"MA"
"707",707,0,0,200,"NV"
"708",708,1,0,200,NA
"709",709,1,0,200,NA
"710",710,1,0,200,"IN"
"711",711,1,0,200,NA
"712",712,0,0,200,NA
"713",713,1,0,200,NA
"714",714,1,0,200,NA
"715",715,1,0,200,"LA"
"716",716,1,0,200,NA
"717",717,1,1,33,"WY"
"718",718,0,0,200,NA
"719",719,0,0,200,NA
"720",720,1,0,200,"TX"
"721",721,0,0,200,"MN"
"722",722,0,0,200,"NY"
"723",723,1,0,200,"OH"
"724",724,0,0,200,NA
"725",725,1,0,200,NA
"726",726,1,0,200,"TX"
"727",727,1,0,200,"DE"
"728",728,1,0,200,NA
"729",729,0,0,200,NA
"730",730,1,0,200,"NE"
"731",731,0,0,200,NA
"732",732,1,0,200,NA
"733",733,0,0,200,NA
"734",734,0,0,200,NA
"735",735,1,0,200,"ME"
"736",736,1,0,200,NA
"737",737,1,0,200,NA
"738",738,0,0,200,NA
"739",739,0,0,200,NA
"740",740,1,0,200,NA
"741",741,1,0,200,"TN"
"742",742,1,0,200,"NY"
"743",743,1,0,200,NA
"744",744,1,0,200,NA
"745",745,1,0,200,"VT"
"746",746,0,0,200,NA
"747",747,0,0,200,NA
"748",748,0,0,200,"NM"
"749",749,0,0,200,NA
"750",750,1,1,34,"AK"
"751",751,0,0,200,NA
"752",752,0,0,200,"WY"
"753",753,0,0,200,"DE"
"754",754,0,0,200,"SD"
"755",755,1,0,200,NA
"756",756,0,0,200,"MS"
"757",757,1,0,200,NA
"758",758,1,0,200,"AZ"
"759",759,1,0,200,"PA"
"760",760,0,0,200,"NV"
"761",761,1,0,200,"TN"
"762",762,1,0,200,"MI"
"763",763,1,0,200,"OR"
"764",764,1,0,200,NA
"765",765,1,0,200,NA
"766",766,1,0,200,NA
"767",767,0,0,200,"IN"
"768",768,0,0,200,"NE"
"769",769,0,0,200,NA
"770",770,1,0,200,"AZ"
"771",771,0,0,200,NA
"772",772,0,0,200,NA
"773",773,1,0,200,"AZ"
"774",774,1,0,200,"VT"
"775",775,0,0,200,NA
"776",776,0,0,200,"RI"
"777",777,0,0,200,NA
"778",778,0,0,200,NA
"779",779,1,0,200,NA
"780",780,1,0,200,"MI"
"781",781,1,0,200,NA
"782",782,0,0,200,NA
"783",783,1,0,200,NA
"784",784,0,0,200,"HI"
"785",785,0,0,200,"SD"
"786",786,1,0,200,NA
"787",787,1,0,200,NA
"788",788,0,0,200,"WI"
"789",789,1,0,200,NA
"790",790,0,0,200,NA
"791",791,0,0,200,NA
"792",792,0,0,200,NA
"793",793,1,0,200,NA
"794",794,0,0,200,"MI"
"795",795,0,0,200,"AZ"
"796",796,0,0,200,"WV"
"797",797,1,0,200,"TN"
"798",798,0,0,200,"KY"
"799",799,0,0,200,"OK"
"800",800,0,0,200,NA
"801",801,0,0,200,NA
"802",802,1,0,200,"NJ"
"803",803,1,0,200,NA
"804",804,1,0,200,"AZ"
"805",805,0,0,200,NA
"806",806,1,0,200,"WV"
"807",807,1,0,200,NA
"808",808,1,0,200,"GA"
"809",809,1,0,200,"NV"
"810",810,0,0,200,NA
"811",811,1,0,200,NA
"812",812,1,0,200,NA
"813",813,0,0,200,"LA"
"814",814,1,0,200,NA
"815",815,0,0,200,NA
"816",816,0,0,200,NA
"817",817,0,0,200,NA
"818",818,1,0,200,"IN"
"819",819,1,0,200,NA
"820",820,1,0,200,NA
"821",821,1,0,200,"MN"
"822",822,0,0,200,NA
"823",823,0,0,200,NA
"824",824,0,0,200,"AK"
"825",825,0,0,200,NA
"826",826,0,0,200,"WI"
"827",827,0,0,200,NA
"828",828,0,0,200,NA
"829",829,0,0,200,NA
"830",830,1,0,200,"SC"
"831",831,0,0,200,"WI"
"832",832,0,0,200,NA
"833",833,0,0,200,NA
"834",834,0,0,200,NA
"835",835,0,0,200,"RI"
"836",836,0,0,200,NA
"837",837,1,0,200,NA
"838",838,1,0,200,"NE"
"839",839,0,0,200,NA
"840",840,1,0,200,NA
"841",841,0,0,200,NA
"842",842,0,0,200,"SD"
"843",843,1,0,200,NA
"844",844,0,0,200,"OK"
"845",845,1,0,200,"VA"
"846",846,1,0,200,"OH"
"847",847,0,0,200,NA
"848",848,1,0,200,NA
"849",849,0,0,200,NA
"850",850,1,0,200,NA
"851",851,0,0,200,NA
"852",852,0,0,200,"TX"
"853",853,0,0,200,NA
"854",854,0,0,200,NA
"855",855,0,0,200,"TN"
"856",856,0,0,200,NA
"857",857,1,0,200,"LA"
"858",858,1,0,200,NA
"859",859,0,0,200,"MS"
"860",860,0,0,200,NA
"861",861,0,0,200,"OK"
"862",862,0,0,200,NA
"863",863,0,0,200,NA
"864",864,0,0,200,NA
"865",865,0,0,200,NA
"866",866,1,0,200,"AZ"
"867",867,0,0,200,NA
"868",868,1,0,200,NA
"869",869,0,0,200,NA
"870",870,0,0,200,NA
"871",871,1,0,200,"MN"
"872",872,1,0,200,"MT"
"873",873,0,0,200,NA
"874",874,0,0,200,NA
"875",875,0,0,200,NA
"876",876,1,0,200,NA
"877",877,0,0,200,"ID"
"878",878,0,0,200,NA
"879",879,0,0,200,"AR"
"880",880,1,0,200,NA
"881",881,1,0,200,NA
"882",882,1,0,200,NA
"883",883,0,0,200,"VA"
"884",884,0,0,200,"MT"
"885",885,0,0,200,NA
"886",886,1,0,200,NA
"887",887,1,0,200,NA
"888",888,1,0,200,"OH"
"889",889,1,0,200,"OK"
"890",890,1,0,200,NA
"891",891,0,0,200,"IN"
"892",892,1,0,200,"OH"
"893",893,1,0,200,NA
"894",894,0,0,200,NA
"895",895,0,0,200,NA
"896",896,0,0,200,NA
"897",897,0,0,200,"KS"
"898",898,0,0,200,NA
"899",899,1,0,200,NA
"900",900,1,0,200,NA
"901",901,0,0,200,NA
"902",902,1,0,200,"WA"
"903",903,0,0,200,"IA"
"904",904,1,0,200,NA
"905",905,0,0,200,"SC"
"906",906,1,0,200,"ID"
"907",907,1,0,200,NA
"908",908,1,0,200,NA
"909",909,1,0,200,"MN"
"910",910,1,0,200,NA
"911",911,1,0,200,"FL"
"912",912,1,1,34,"SC"
"913",913,1,0,200,NA
"914",914,1,0,200,NA
"915",915,1,0,200,NA
"916",916,0,0,200,NA
"917",917,0,0,200,"NC"
"918",918,0,0,200,"DE"
"919",919,1,0,200,"CA"
"920",920,0,0,200,"WI"
"921",921,1,0,200,"CA"
"922",922,1,0,200,"CT"
"923",923,1,0,200,NA
"924",924,1,0,200,NA
"925",925,1,0,200,NA
"926",926,0,0,200,NA
"927",927,0,0,200,NA
"928",928,1,0,200,"WI"
"929",929,1,0,200,"FL"
"930",930,1,0,200,NA
"931",931,0,0,200,"MA"
"932",932,1,0,200,"SD"
"933",933,0,0,200,"AL"
"934",934,0,0,200,"CA"
"935",935,1,0,200,NA
"936",936,0,0,200,NA
